ID đơn hàng,Trạng thái đặt hàng,Checkout id,Thời Gian Đặt Hàng,Thời gian hoàn thành,Thời gian Click,Tên Shop,Shop id,Loại Shop,Item id,Tên Item,ID Model,Loại sản phẩm,Promotion id,L1 Danh mục toàn cầu,L2 Danh mục toàn cầu,L3 Danh mục toàn cầu,Giá(₫),Số lượng,Loại Hoa hồng,Đối tác chiến dịchr,Giá trị đơn hàng (₫),Số tiền hoàn trả (₫),Tỷ lệ sản phẩm hoa hồng Shope,Hoa hồng Shopee trên sản phẩm(₫),Tỷ lệ sản phẩm hoa hồng người bán,Hoa hồng Xtra trên sản phẩm(₫),Tổng hoa hồng sản phẩm(₫),Hoa hồng đơn hàng từ Shopee(₫),Hoa hồng đơn hàng từ Người bán(₫),Tổng hoa hồng đơn hàng(₫),Tên MNC đã liên kết,Mã hợp đồng MCN,Mức phí quản lý MCN,Phí quản lý MCN(₫),Mức hoa hồng tiếp thị liên kết theo thỏa thuận,Hoa hồng ròng tiếp thị liên kết(₫),Trạng thái sản phẩm liên kết,Ghi chú sản phẩm,Loại thuộc tính,Trạng thái người mua,Sub_id1,Sub_id2,Sub_id3,Sub_id4,Sub_id5,Kênh
260705UV6HDAPF,Hoàn thành,236957997292941,2026-07-05 20:39:57,2026-07-07 17:13:05,2026-07-05 20:39:41,NhungMaiFood,424335064,C2C(Non-CB),26290076898,Combo 10 Gói Cơm Cháy Mắm Hành Ớt Giòn Cay Đậm Đà Thơm Ngon Food Snack,306130066571,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Thức ăn khô,180000,1,XTRA Comm,,130000,,3.50%,4550,3.00%,3900,8450,4550,3900,8450,,0,0.00%,0,100.00%,8450,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705UTKAXX6T,Hoàn thành,236956279256076,2026-07-05 20:11:20,2026-07-06 15:42:36,2026-07-05 20:11:02,Kyomart Hàng Nhật Nội Địa,199541448,Preferred(Non-CB),4718739155,Kem đánh răng muối Sunstar 170g HÀNG NHẬT NỘI ĐỊA.,72102143771,Normal Product,,Sức Khỏe,Chăm sóc cá nhân,Vệ sinh răng miệng,60000,1,XTRA Comm,,36941,,3.50%,1292.935,5.00%,1847.05,3139.985,1292.935,1847.05,3139.985,,0,0.00%,0,100.00%,3139.985,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705UTHFSXX9,Hoàn thành,236956217223517,2026-07-05 20:10:17,2026-07-07 17:07:55,2026-07-05 20:09:19,"Glade, Raid & Duck",340382054,Shopee Mall(Non-CB),9832363681,"DUCK Combo 2 Tẩy Rửa Nhà Tắm Siêu Tẩy Pro Diệt 99,9% Vi Khuẩn, Tẩy Sạch Vết Bẩn 900ml x2",54423238213,Normal Product,,Nhà cửa & Đời sống,Dụng cụ chăm sóc nhà cửa,Chất tẩy rửa,78000,2,XTRA Comm,,90254,,3.50%,3158.89,10.00%,9025.4,12184.29,3158.89,9025.4,12184.29,,0,0.00%,0,100.00%,12184.29,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705UT1HK7HP,Hoàn thành,236955682230827,2026-07-05 20:01:23,2026-07-06 17:23:14,2026-07-05 19:59:44,La Roche-Posay Chính Hãng,37251700,Shopee Mall(Non-CB),56053501300,[ĐỘC QUYỀN ONLINE] Gel rửa mặt cho da dầu mụn nhạy cảm Effaclar Foaming Gel 400ml (Túi refill),380336504651,Normal Product,,Sắc Đẹp,Chăm sóc da mặt,Sữa rửa mặt,502000,1,XTRA Comm,,386941,,3.50%,13542.935,8.00%,30955.28,44498.215,13542.935,30955.28,44498.215,,0,0.00%,0,100.00%,44498.215,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260705UR7V7M8W,Hoàn thành,236953747239864,2026-07-05 19:29:07,2026-07-07 16:47:03,2026-07-05 19:28:53,Ma Bư Shop - Thế giới mẹ và bé,1127307168,Preferred(Non-CB),55211039965,[Hoả tốc] Sữa bột GrowPLUS+ Suy Dinh Dưỡng Nutifood,395963339834,Normal Product,,Mẹ & Bé,Sữa công thức & Thực phẩm cho bé,Sữa công thức,399000,1,Shopee Comm,,233350,,3.50%,8167.25,0.00%,0,8167.25,8167.25,0,8167.25,,0,0.00%,0,100.00%,8167.25,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705UKR5MAJ2,Hoàn thành,236948925242004,2026-07-05 18:08:45,2026-07-07 08:18:26,2026-07-05 18:08:15,JoyMall - Lock&Lock Chính Hãng,195775920,Shopee Mall(Non-CB),29002679180,"[QUÀ TẶNG KHÔNG BÁN ] Lược Chải Tóc JoyMall Mát Xa Da Đầu, Gỡ rối, Tạo Kiểu Tóc Xoăn Phồng Nhanh Chóng",236549824317,Normal Product,464472515359229_0_0,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ chăm sóc tóc,0,1,Ưu đãi do người bán mời,,0,,3.50%,0,5.00%,0,0,18235.28,26050.4,44285.68,,0,0.00%,0,100.00%,44285.68,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Others
260705UKR5MAJ2,Hoàn thành,236948925242004,2026-07-05 18:08:45,2026-07-07 08:18:26,2026-07-05 18:08:15,JoyMall - Lock&Lock Chính Hãng,195775920,Shopee Mall(Non-CB),29616856098,"Máy duỗi tóc ion âm 2 in 1 LocknLock ENA222BLU 42W, Hàng chính hãng, là kẹp uốn tóc - JoyMall",246973692833,Normal Product,464472515359229_0_0,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ chăm sóc tóc,643220,1,Ưu đãi do người bán mời,,521008,,3.50%,18235.28,5.00%,26050.4,44285.68,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Others
260705UE1KDGBG,Hoàn thành,236942799242666,2026-07-05 16:26:39,2026-07-10 15:11:53,2026-07-05 16:26:03,YO YO THỜI TRANG,453235884,Preferred(Non-CB),9766840603,Bộ lanh Anh Thư trung niên cho mẹ - Bộ mặc nhà trung niên lanh ống sớ lửng cho người già người lớn tuổi ( mã LA),405783154343,Normal Product,,Thời Trang Nữ,Bộ,Đồ lẻ,148000,1,XTRA Comm,,130240,,7.00%,9116.8,5.00%,6512,15628.8,9116.8,6512,15628.8,,0,0.00%,0,100.00%,15628.8,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705UDUSFURM,Hoàn thành,236942604289918,2026-07-05 16:23:24,2026-07-10 15:23:13,2026-07-05 16:22:07,Nắng Hidro,114136304,Preferred(Non-CB),47059377835,"Quần Satanh, Gấm Hoa bà già, có 2 loại trơn và hoạ tiết hoa gửi ngẫu nhiên - Thời trang Camavinga",325827959762,Normal Product,,Thời Trang Nữ,Quần,Quần dài,92000,2,XTRA Comm,,140779,,7.00%,9854.53,2.00%,2815.58,12670.11,9854.53,2815.58,12670.11,,0,0.00%,0,100.00%,12670.11,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705UD6JE2J7,Hoàn thành,236941892249570,2026-07-05 16:11:32,2026-07-07 12:38:38,2026-07-05 16:09:37,SunnyStore HN,81680233,Preferred(Non-CB),27823147606,Top ️ Bộ quần áo trung niên Nữ QE456 Women,223692171445,Normal Product,,Thời Trang Nữ,Bộ,Đồ lẻ,231000,1,XTRA Comm,,169843,,7.00%,11889.01,2.00%,3396.86,15285.87,11889.01,3396.86,15285.87,,0,0.00%,0,100.00%,15285.87,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705UD6JE2J6,Hoàn thành,236941892249569,2026-07-05 16:11:32,2026-07-10 15:28:54,2026-07-05 16:09:37,SunnyStore HN,81680233,Preferred(Non-CB),24378319201,"Bộ quần áo trung niên , Món quà dành tặng cho mẹ ý nghĩa - bộ đồ đi tiệc đi chơi cho các mẹ ♥️ ✔️",197482454980,Normal Product,,Thời Trang Nữ,Bộ,Đồ lẻ,205800,1,XTRA Comm,,162582,,7.00%,11380.74,2.00%,3251.64,14632.38,29696.03,8484.58,38180.61,,0,0.00%,0,100.00%,38180.61,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705UD6JE2J6,Hoàn thành,236941892249569,2026-07-05 16:11:32,2026-07-10 15:28:54,2026-07-05 16:09:37,SunnyStore HN,81680233,Preferred(Non-CB),29112281783,Top ️ Bộ quần áo trung niên Nữ BQ123 Women (Chất chuẩn như hình video),251662250663,Normal Product,,Thời Trang Nữ,Bộ,Đồ lẻ,331200,1,XTRA Comm,,261647,,7.00%,18315.29,2.00%,5232.94,23548.23,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705UB750U70,Đang chờ xử lý,236939764241490,2026-07-05 15:36:04,,2026-07-05 15:35:40,Bống Bang Kids 216,1331283561,Preferred(Non-CB),52460498467,Đồ Bộ Cho Bé Trai Vải Cotton Co Giãn 4 Chiều Mềm Mịn Thiết Kế Raglan Phối Quần Kẻ Caro Sọc Thời Trang Cao Cấp - BO22,400921229943,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé trai,Com lê & đồ bộ,320000,1,XTRA Comm,,264600,,7.00%,18522,2.00%,5292,23814,18522,5292,23814,,0,0.00%,0,100.00%,23814,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705UAPNKFA6,Hoàn thành,236939211212227,2026-07-05 15:26:52,2026-07-07 17:14:30,2026-07-05 15:26:36,Tutubaby20,1687347564,Preferred(Non-CB),50502748579,Tutubaby 32 cái Băng vệ sinh nữ kiểu Để dự trữ 360° thoáng khí quần ngày dùng siêu mềmBăng Size lớn,400265725165,Normal Product,,Sức Khỏe,Chăm sóc cá nhân,Chăm sóc phụ nữ,149998,1,XTRA Comm,,110498,,3.50%,3867.43,8.00%,8839.84,12707.27,3867.43,8839.84,12707.27,,0,0.00%,0,100.00%,12707.27,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705UAP8ASHX,Đã hủy,236939197297391,2026-07-05 15:26:36,--,2026-07-05 15:26:17,FANCY NA ,164990426,C2C(Non-CB),40381802576,Set Ren Bèo Tơ Kiều Trang Basic Sát Nách mix Chân váy Ren tầng MÀU BE NUDE NÂU,441074749308,Normal Product,,Thời Trang Nữ,Bộ,Đồ lẻ,900000,0,Shopee Comm,,0,720000,7.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705U49VY04H,Hoàn thành,236932339269343,2026-07-05 13:32:27,2026-07-08 17:03:26,2026-07-04 20:08:27,Mia Xinh,822437886,Preferred(Non-CB),25529504165,Áo sơ mi nữ [CHẤT XỊN - ẢNH THẬT ] tay dài trắng trơn 2025 - 1 ĐỔI 1  - (033) -,258536493353,Normal Product,,Thời Trang Nữ,Áo,Áo sơ mi,198600,1,XTRA Comm,,172782,,3.50%,6047.37,1.00%,1727.82,7775.19,6047.37,1727.82,7775.19,,0,0.00%,0,100.00%,7775.19,Hoàn thành,,Đơn hàng từ các Shop khác nhau,Đã tồn tại,,,,,,Zalo
260705U3QWV6MU,Đang chờ xử lý,236931737240947,2026-07-05 13:22:17,,2026-07-05 13:21:55,Hishoo,83804920,C2C(Non-CB),29322257556,Dép đế trấu sục Boston nam nữ unisex quai ngang da lộn đi học công sở bigsize chính hãng Hishoo VNXK  R109,252734686088,Normal Product,,Giày Dép Nam,Giày sục,,339000,1,Shopee Comm,,271200,,7.00%,18984,0.00%,0,18984,18984,0,18984,,0,0.00%,0,100.00%,18984,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705U2EDDP04,Đang chờ xử lý,236930343267993,2026-07-05 12:59:11,,2026-07-05 12:58:52,EDORIS,1496920167,Preferred(Non-CB),29780277583,Túi xách nữ/dây đeo chéo thời trang cao cấp  Edoris - 8791,390442686058,Normal Product,,Túi Ví Nữ,Túi quai xách,,890000,1,XTRA Comm,,649439,,7.00%,45460.73,3.00%,19483.17,64943.9,45460.73,19483.17,64943.9,,0,0.00%,0,100.00%,64943.9,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705TXDHPVU4,Hoàn thành,236926020239773,2026-07-05 11:47:01,2026-07-09 16:37:35,2026-07-05 11:46:47,BAG STORYS,1029433425,Preferred(Non-CB),53300809219,Túi xách nữ đeo chéo quai xách đi tiệc đi chơi kiểu dáng xếp ly phối khoá đính đá sang chảnh BAGSTORYS TX-157,375073112727,Normal Product,,Túi Ví Nữ,Túi đeo chéo & Túi đeo vai,,259000,1,Shopee Comm,,209000,,7.00%,14630,0.00%,0,14630,14630,0,14630,,0,0.00%,0,100.00%,14630,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705TTG2SSTF,Hoàn thành,236921810291707,2026-07-05 10:36:50,2026-07-09 16:08:10,2026-07-05 10:36:36,Nova.Home.vn,1787914144,Preferred(Non-CB),53859464910,"Vợt Múc Topping Trân Châu Combo 1/2, Vợt Múc Lẩu Inox Cán Đỏ Siêu Bền, Siêu Tiện Lợi",381129615863,Normal Product,,Nhà cửa & Đời sống,Dụng cụ nhà bếp,Dụng cụ lọc,36800,1,XTRA Comm,,36800,,3.50%,1288,2.00%,736,2024,1288,736,2024,,0,0.00%,0,100.00%,2024,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705TT8VW3UX,Đang chờ xử lý,236921569239326,2026-07-05 10:32:50,,2026-07-05 10:31:51,MAY DECOR - Ly Cốc Nhập Khẩu,11528231,Preferred(Non-CB),22086814265,"Bộ 6 Ly thủy tinh 350ml 500ml, cốc trơn loe miệng chịu nhiệt dùng để uống trà, cafe, sinh tố",315890532975,Normal Product,,Nhà cửa & Đời sống,Bộ đồ bàn ăn,"Cốc, ly, tách uống nước",195000,2,XTRA Comm,,315900,,3.50%,11056.5,9.00%,28431,39487.5,11056.5,28431,39487.5,,0,0.00%,0,100.00%,39487.5,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260705TT6R9SGK,Đang chờ xử lý,236921497297877,2026-07-05 10:31:37,,2026-07-05 10:31:20,DOZO_Tawii.,1410080719,C2C(Non-CB),26971233804,DOZO Tấm lót ghế chống trượt bằng cotton vỏ đệm ghế có dây đai cho ghế ăn và ghế văn phòng Đệm ghế,205720598783,Normal Product,,Nhà cửa & Đời sống,Nội thất,Đệm ngồi,409900,2,XTRA Comm,,659178,,3.50%,23071.23,5.00%,32958.9,56030.13,23071.23,32958.9,56030.13,,0,0.00%,0,100.00%,56030.13,Đang chờ xử lý,"Trạng thái của sản phẩm đang chờ xử lý, hoa hồng sẽ chỉ được thanh toán khi nó được hoàn thành",Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260704SC8X152P,Đã hủy,236872178295118,2026-07-04 20:49:38,--,2026-07-04 20:48:46,Bel Việt Nam,447796219,Shopee Mall(Non-CB),24470184005,Combo 8 Phô mai Con Bò Cười - 24 miếng (336G) - La Vache qui rit,255517845855,Normal Product,,Thực phẩm và đồ uống,Sữa - trứng,Phô mai & bột phô mai,768800,0,XTRA Comm,,0,1822056,3.50%,0,6.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260704SC5GBQKD,Đã hủy,236872063291544,2026-07-04 20:47:43,--,2026-07-04 20:47:02,Bel Việt Nam,447796219,Shopee Mall(Non-CB),24470184005,Combo 8 Phô mai Con Bò Cười - 24 miếng (336G) - La Vache qui rit,255517845855,Normal Product,,Thực phẩm và đồ uống,Sữa - trứng,Phô mai & bột phô mai,768800,0,XTRA Comm,,0,1822056,3.50%,0,6.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Websites
260704RVYDUYNX,Hoàn thành,236855753223980,2026-07-04 16:15:53,2026-07-06 11:18:47,2026-07-04 16:15:27,Thếgiớikhẩutrang.vietnam,26498809,Preferred(Non-CB),24706347629,"(Combo 100 cái) Khẩu trang 5D cho bé, thoáng mát, đa dạng mẫu mã cho trẻ em từ 0-2tuổi, 2-5tuổi, 4-8 tuổi",241194062393,Normal Product,,Sức Khỏe,Vật tư y tế,Bao tay và khẩu trang y tế,29999,1,XTRA Comm,,29999,,3.50%,1049.965,10.00%,2999.9,4049.865,1049.965,2999.9,4049.865,,0,0.00%,0,100.00%,4049.865,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260704RVUD412A,Hoàn thành,236855618224301,2026-07-04 16:13:38,2026-07-07 13:12:15,2026-07-04 16:13:20,Flow Home VN,1787944453,Preferred(Non-CB),55959425580,SET 100 Dây Chun Buộc Tóc HGVN Cao Su Co Giãn Thời Trang Phong Cách Hàn Quốc,345832201185,Normal Product,,Phụ Kiện Thời Trang,Phụ kiện tóc,Đồ buộc tóc & Nơ,29800,1,XTRA Comm,,29800,,7.00%,2086,2.00%,596,2682,2086,596,2682,,0,0.00%,0,100.00%,2682,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260704RSSQXAMJ,Hoàn thành,236852341233331,2026-07-04 15:19:02,2026-07-07 09:15:26,2026-07-04 15:18:25,Blue Whale VN,1053512566,Preferred(Non-CB),29318903628,Combo 30 Móc Treo Quần Áo Chống Trượt Thông Minh Xoay 360 Độ Đa Năng Chất Nhựa Cao Cấp Bền,257128666374,Normal Product,,Nhà cửa & Đời sống,Sắp xếp nhà cửa,Mắc áo,143200,1,XTRA Comm,,133200,,3.50%,4662,2.00%,2664,7326,4662,2664,7326,,0,0.00%,0,100.00%,7326,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260704RNY8AAVB,Hoàn thành,236848231219243,2026-07-04 14:10:32,2026-07-08 11:08:02,2026-07-04 14:10:14,YouMen Shop,7130202,C2C(Non-CB),6151130344,"Thảm Taplo MITSUBISHI XPANDER Nhung lông, Da vân Carbon, Da vân Gỗ 2018 2019 2020 2021 2022 2023 2024 2025 2026 2027+",214459809997,Normal Product,,Phụ tùng & Phụ kiện xe cơ giới,Phụ kiện nội thất ô tô,Rèm che nắng,199000,1,Shopee Comm,,135695,,3.50%,4749.325,0.00%,0,4749.325,4749.325,0,4749.325,,0,0.00%,0,100.00%,4749.325,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260704RMCQWM66,Hoàn thành,236846536292400,2026-07-04 13:42:16,2026-07-05 20:02:54,2026-07-04 13:41:23,Mộc She Boutique,912463862,Preferred(Non-CB),26583765676,"T470-( Dài 103cm, ống 32cm) Quần tây dáng  A túi trước sau Mộc She",206001231282,Normal Product,,Thời Trang Nữ,Quần,Quần dài,219000,1,Shopee Comm,,175200,,7.00%,12264,0.00%,0,12264,12264,0,12264,,0,0.00%,0,100.00%,12264,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260704RARKU374,Hoàn thành,236836197256947,2026-07-04 10:49:58,2026-07-08 14:01:05,2026-07-04 10:49:16,STORE 349 - AN THIÊN,95687201,Preferred(Non-CB),21347223481,Tăm Xiên Tre Trang Trí Cocktail Tròn - Tim - Thắt hoa - 12cm (Túi 100 cây),108918266937,Normal Product,0_474613478408597_1,Nhà cửa & Đời sống,Bộ đồ bàn ăn,Khác,46060,10,Shopee Comm,,386904,,3.50%,13541.64,0.00%,0,13541.64,13541.64,0,13541.64,,0,0.00%,0,100.00%,13541.64,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260704R9BW96YT,Hoàn thành,236834697203464,2026-07-04 10:24:57,2026-07-07 17:52:44,2026-07-04 10:24:28,Coolme,961629230,Preferred(Non-CB),40804245463,Áo hai dây nữ trơn ôm body bra ba lỗ mảnh fit tôn dáng chất cotton mát mềm mịn mặc hè Coolme - G07,265359571885,Normal Product,,Thời Trang Nữ,Áo,Áo hai dây và ba lỗ,161500,1,XTRA Comm,,133025,,7.00%,9311.75,10.50%,13967.625,23279.375,9311.75,13967.625,23279.375,,0,0.00%,0,100.00%,23279.375,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260704Q6PFUHKA,Hoàn thành,236797470260942,2026-07-04 00:04:38,2026-07-05 11:04:26,2026-07-03 00:13:24,Bông Bạch Tuyết chính hãng,239358464,Shopee Mall(Non-CB),24784175044,[MỚI - TÚI ZIP] Combo 5 Bông tẩy trang làm sạch da Bông Bạch Tuyết Calla tròn 3D 200 miếng/gói,256295032131,Normal Product,476433865060876_0_0,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ trang điểm,405000,1,XTRA Comm,,324000,,3.50%,11340,10.00%,32400,43740,11340,32400,43740,,0,0.00%,0,100.00%,43740,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260704Q6PFUHKA,Hoàn thành,236797470260942,2026-07-04 00:04:38,2026-07-05 11:04:26,2026-07-03 00:13:24,Bông Bạch Tuyết chính hãng,239358464,Shopee Mall(Non-CB),27007146357,[QUÀ TẶNG KHÔNG BÁN] Combo 8: 2 Bông y tế 5gr + 2 khăn khô + 2 tăm bông 42 que + Vellvet + Sạch sâu 20m,246328378127,Normal Product,476433865060876_0_0,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ trang điểm,0,1,XTRA Comm,,0,,3.50%,0,10.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260703P6J92UGF,Hoàn thành,236762970209653,2026-07-03 14:29:30,2026-07-06 20:47:11,2026-07-03 14:24:14,Lineabon D3 K2,603712973,Shopee Mall(Non-CB),29519635150,*Combo 02 Lineabon D3 K2 Dạng Xịt Tiện Lợi - Hỗ Trợ Hấp Thu Canxi Cho Trẻ [10ml],326137822201,Normal Product,,Mẹ & Bé,Chăm sóc sức khỏe bé,Vitamin & Thực phẩm bổ sung,700000,1,XTRA Comm,,553000,,3.50%,19355,5.00%,27650,47005,19355,27650,47005,,0,0.00%,0,100.00%,47005,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Others
260703P63VFB4H,Hoàn thành,236762487226735,2026-07-03 14:21:27,2026-07-11 00:24:29,2026-07-03 14:19:07,LOTUKA KIDS,340959473,Preferred(Non-CB),57410183468,"Bộ Cộc Cotton Bozip Kẻ Hình Cún LOTUKA Cho Bé, Quần Áo Trẻ Em, Áo Hè, Bộ Cộc Tay Bé Trai Bé Gái Mùa Hè Size 4-18kg",410895631090,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé trai,Com lê & đồ bộ,149060,1,Shopee Comm,,119248,,7.00%,8347.36,0.00%,0,8347.36,8347.36,0,8347.36,,0,0.00%,0,100.00%,8347.36,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260703P63VFB4H,Hoàn thành,236762487226735,2026-07-03 14:21:27,2026-07-11 00:24:29,2026-07-03 14:19:07,LOTUKA KIDS,340959473,Preferred(Non-CB),57410183468,"Bộ Cộc Cotton Bozip Kẻ Hình Cún LOTUKA Cho Bé, Quần Áo Trẻ Em, Áo Hè, Bộ Cộc Tay Bé Trai Bé Gái Mùa Hè Size 4-18kg",410895631093,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé trai,Com lê & đồ bộ,149060,0,Shopee Comm,,0,119248,7.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260703P63VFB4H,Hoàn thành,236762487226735,2026-07-03 14:21:27,2026-07-11 00:24:29,2026-07-03 14:19:07,LOTUKA KIDS,340959473,Preferred(Non-CB),57410183468,"Bộ Cộc Cotton Bozip Kẻ Hình Cún LOTUKA Cho Bé, Quần Áo Trẻ Em, Áo Hè, Bộ Cộc Tay Bé Trai Bé Gái Mùa Hè Size 4-18kg",415895631210,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé trai,Com lê & đồ bộ,149060,0,Shopee Comm,,0,119248,7.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260703P63VFB4H,Hoàn thành,236762487226735,2026-07-03 14:21:27,2026-07-11 00:24:29,2026-07-03 14:19:07,LOTUKA KIDS,340959473,Preferred(Non-CB),57410183468,"Bộ Cộc Cotton Bozip Kẻ Hình Cún LOTUKA Cho Bé, Quần Áo Trẻ Em, Áo Hè, Bộ Cộc Tay Bé Trai Bé Gái Mùa Hè Size 4-18kg",410895631081,Normal Product,,Thời trang trẻ em & trẻ sơ sinh,Quần áo bé trai,Com lê & đồ bộ,179100,0,Shopee Comm,,0,143280,7.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Đã hủy,Đơn hàng không hợp lệ.,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260703MQ0GMRE3,Hoàn thành,236711908282606,2026-07-03 00:18:28,2026-07-05 11:04:33,2026-07-03 00:13:14,Ăn Vặt Catsky Food,806561057,Preferred(Non-CB),18883362716,Bánh tráng phơi sương CATSKY FOOD combo bánh tráng đồ ăn vặt tiện lợi - COMBO TRẢI NGHIỆM,204752136320,Normal Product,,Thực phẩm và đồ uống,Đồ ăn vặt,Khác,59000,1,Shopee Comm,,53100,,3.50%,1858.5,0.00%,0,1858.5,1858.5,0,1858.5,,0,0.00%,0,100.00%,1858.5,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
260703MMD8XK5U,Hoàn thành,236709115201288,2026-07-02 23:31:56,2026-07-09 14:16:06,2026-07-02 23:31:35,GB Paint Colors VN,1638634109,Preferred(Non-CB),57154449601,Xà phòng làm sạch dụng cụ cọ trang điểm đa năng cho nhiều loại mỹ phẩm bông phấn cọ tán bột bọt biển tiện lợi và hiệu qu,430417747901,Normal Product,,Sắc Đẹp,Dụng cụ làm đẹp,Dụng cụ trang điểm,73351,1,XTRA Comm,,40434,,3.50%,1415.19,5.00%,2021.7,3436.89,1415.19,2021.7,3436.89,,0,0.00%,0,100.00%,3436.89,Hoàn thành,,Đơn hàng từ cùng một Shop,Đã tồn tại,,,,,,Zalo
